PURCHASED_DEVICE,DEVICE_VALUE,LAST_DEVICE_CHANGE,DATA_TRAFFIC_MONTH_1,DATA_TRAFFIC_MONTH_2,DATA_TRAFFIC_MONTH_3,DATA_TRAFFIC_MONTH_4,DATA_TRAFFIC_MONTH_5,DATA_TRAFFIC_MONTH_6,VOICE_TRAFFIC_MONTH_1,VOICE_TRAFFIC_MONTH_2,VOICE_TRAFFIC_MONTH_3,VOICE_TRAFFIC_MONTH_4,VOICE_TRAFFIC_MONTH_5,VOICE_TRAFFIC_MONTH_6,BILLING_MONTH_1,BILLING_MONTH_2,BILLING_MONTH_3,BILLING_MONTH_4,BILLING_MONTH_5,BILLING_MONTH_6,DEVICE_COST_MONTH_1,DEVICE_COST_MONTH_2,DEVICE_COST_MONTH_3,DEVICE_COST_MONTH_4,DEVICE_COST_MONTH_5,DEVICE_COST_MONTH_6,LINE_ACTIVATION_DATE,MONTHS_LAST_DEVICE,DURATION_LINE,PREVIOUS_DEVICE_MODEL,PREVIOUS_DEVICE_MANUF,PREVIOUS_DEVICE_BRAND
DGAP08163000_APPLE IPHONE XR 64GB PRETO,4161.0,20180201,1412.2173,990.66626,990.66626,591.6413,1083.429,315.4881,32.400002,24.5,24.5,23.700001,61.299999,0.0,38.0,38.0,47.480000000000004,42.92,38.0,38.0,0.62,0.62,0.62,0.62,0.62,0.62,20180224,14,14,iPhone 5S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20160501,153.26147,240.80441,240.80441,311.74722,62.821484,596.1485,141.89999,16.4,16.4,29.700001,6.8000002,0.0,91.95,85.04,83.0,86.5,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20160505,35,35,Samsung Galaxy J5,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20160501,415.19012,471.13202,471.13202,409.63837,194.20676,285.00864,308.20001,222.8,222.8,101.7,145.5,1.6,83.0,89.99,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20160505,35,35,,,
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,561.0,20151101,213.60277,886.34009,886.34009,251.84981,802.07819,197.52028,0.0,0.0,0.0,0.0,0.0,0.0,127.04,131.7,127.04,127.04,127.04,127.04,0.0,0.0,0.0,0.0,0.0,0.0,20151113,41,41,Moto G,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,561.0,,764.1897,1821.0479,1821.0479,86.575783,522.47021,438.99048,0.0,0.0,0.0,0.0,0.0,0.0,109.04,109.04,109.04,109.04,109.04,109.04,0.0,0.0,0.0,0.0,0.0,0.0,20151113,,41,iPhone 5S,Apple Inc,Apple
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,561.0,,868.14557,3705.0906,3705.0906,607.73138,552.10077,562.02222,0.0,0.0,0.0,0.0,0.0,0.0,109.04,109.04,109.04,109.04,109.04,109.04,0.0,0.0,0.0,0.0,0.0,0.0,20151113,,41,,,
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,561.0,,2636.0112,3955.311,3955.311,1212.788,2738.9373,5293.1841,0.5,2.0,2.0,11.8,16.700001,0.0,109.04,109.04,109.04,109.04,109.04,109.04,0.0,0.0,0.0,0.0,0.0,0.0,20151105,,41,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20180101,1914.4415,845.23297,845.23297,1105.4292,2213.355,4879.6396,577.20001,750.09998,750.09998,504.10001,921.20001,0.0,69.99,69.99,69.99,69.99,69.99,126.48,0.0,0.0,0.0,0.0,0.0,0.0,20180131,15,15,Samsung Galaxy A9 Pro,Samsung Korea,Samsung
TGSA32162007_SAMSUNG J610G SMART PRETO PPB/PI107/04,405.0,,12172.564,7185.7197,7185.7197,15124.033,29051.281,14498.997,51.0,44.599998,44.599998,67.900002,79.699997,79.599998,245.96,241.93,319.88,821.83,285.42,292.49,0.0,0.0,0.0,0.0,0.0,0.0,20161027,,30,,,
TGSA32562007_SAMSUNG J260M SMART PRETO  PPB/PI107/04,555.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.8999996,28.700001,28.700001,34.299999,51.299999,18.4,43.0,43.0,43.0,43.22,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,20161028,,30,Samsung Galaxy J5,Samsung Korea,Samsung
TGSA33064000_SAMSUNG G970F SMART PRETO PPB/PI324/14,2898.0,20170701,2462.3555,959.0094,959.0094,450.74774,954.11261,395.6225,171.60001,231.3,231.3,211.39999,459.29999,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170719,21,21,iPhone 4S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170701,0.0,5544.5938,5544.5938,6397.4302,6925.2788,,98.5,160.3,160.3,65.800003,115.1,,113.14,113.14,113.83,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170719,21,21,BGS3,Gemalto M2M GmbH,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170701,3828.0615,4855.9712,4855.9712,2321.1401,2599.5244,6947.4658,1684.2,1437.9,1437.9,2233.5,2052.7,0.0,121.6,149.65,113.14,213.6,113.14,129.06,0.0,0.0,0.0,0.0,0.0,0.0,20170719,21,21,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,20170701,0.0,0.0,0.0,0.0,0.0,,64.199997,69.900002,69.900002,172.60001,241.7,,113.14,113.14,113.14,115.13,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170719,21,21,BGS3,Gemalto M2M GmbH,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,20170701,0.0,0.0,0.0,0.0,0.0,,96.099998,18.700001,18.700001,109.8,73.199997,,113.14,113.14,113.14,115.13,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170719,21,21,BGS3,Gemalto M2M GmbH,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20180201,0.0,0.0,0.0,0.013671875,0.54296875,2710.8337,1.8,14.9,14.9,38.5,318.39999,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180228,14,14,BGS3,Gemalto M2M GmbH,Outros
TGSA33064000_SAMSUNG G970F SMART PRETO PPB/PI324/14,2658.0,20180201,15667.694,43087.781,43087.781,28838.295,22700.072,10346.958,6.0,172.3,172.3,164.60001,70.0,0.0,69.99,69.99,69.99,71.79,79.79,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180228,14,14,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,,402.86749,0.36132813,0.36132813,0.0,0.0,,61.400002,49.599998,49.599998,126.2,154.7,,113.14,133.54,115.12,113.14,126.87,117.89,0.0,0.0,0.0,0.0,0.0,0.0,20160518,,35,iPhone 6S,Apple Inc,Apple
TGMO37162000_MOTOROLA XT1962 SMARTPHONE ONIX,825.0,,2911.959,11485.192,11485.192,4948.2686,12953.896,4258.9131,323.79999,206.10001,206.10001,218.3,155.5,1.2,118.69,118.14,124.52,278.1,119.25,118.14,0.0,0.0,0.0,0.0,0.0,0.0,20130628,,70,,,
TGMO37162000_MOTOROLA XT1962 SMARTPHONE ONIX,825.0,,585.88654,3641.3525,3641.3525,1076.8175,5158.3403,1662.4613,1.4,0.0,0.0,0.0,0.0,1.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,20130628,,70,Samsung Galaxy J7,Samsung Korea,Samsung
TGMO37162000_MOTOROLA XT1962 SMARTPHONE ONIX,825.0,,6442.5757,2684.552,2684.552,4098.0703,5130.8984,3107.4519,23.700001,22.299999,22.299999,20.6,14.7,9.1999998,60.35,52.0,52.37,52.0,55.57,52.0,0.0,0.0,0.0,0.0,0.0,0.0,20130628,,70,,,
TGMO37162000_MOTOROLA XT1962 SMARTPHONE ONIX,825.0,,27359.287,18082.504,18082.504,7728.7402,9891.9189,9177.2744,27.1,43.0,43.0,53.299999,41.200001,46.799999,52.0,52.0,52.37,52.37,52.84,54.4,0.0,0.0,0.0,0.0,0.0,0.0,20130628,,70,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20150201,4925.0557,5107.3975,5107.3975,3563.7942,1751.7524,7170.8408,256.20001,259.29999,259.29999,458.29999,362.39999,0.0,145.14,145.14,155.83,145.14,145.14,145.14,0.0,0.0,0.0,0.0,0.0,0.0,20150205,50,50,iPhone SE,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20150201,2715.8257,4416.2285,4416.2285,4510.0664,3742.5532,2153.593,17.299999,273.39999,273.39999,106.2,131.60001,0.0,145.14,145.14,145.14,163.72,145.14,145.14,0.0,0.0,0.0,0.0,0.0,0.0,20150205,50,50,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20150201,0.0,0.0,0.0,0.0,0.0,0.0,5.9000001,0.0,0.0,1.0,1.0,0.0,152.77,124.03,120.84,125.4,120.84,120.84,0.0,0.0,0.0,0.0,0.0,0.0,20150205,50,50,Sony Xperia E1,Sony Mobile Communications,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20150201,3541.8962,4999.834,4999.834,3326.8694,3957.2627,3290.45,37.700001,42.599998,42.599998,23.700001,111.4,0.0,120.84,120.84,120.84,120.84,120.84,120.84,0.0,0.0,0.0,0.0,0.0,0.0,20150205,50,50,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20150201,2587.957,4841.438,4841.438,5637.5854,2502.656,6319.4658,35.099998,8.3999996,8.3999996,36.900002,9.1000004,0.0,120.84,120.84,120.84,120.84,120.84,120.84,0.0,0.0,0.0,0.0,0.0,0.0,20150205,50,50,iPhone SE,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,851.49335,35.626953,35.626953,7.4980078,5.5704689,2.9539452,31.200001,2.7,2.7,0.0,34.900002,0.0,163.06,175.33,145.14,145.14,146.26,145.14,0.0,0.0,0.0,0.0,0.0,0.0,20150205,,50,Samsung Ace IV LTE,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170201,6227.7676,9704.707,9704.707,7382.9966,3608.6006,2527.5378,404.0,117.1,117.1,93.699997,98.099998,0.0,74.97999999999999,74.97999999999999,76.58000000000001,74.97999999999999,74.97999999999999,77.18,54.0,54.0,54.0,54.0,54.0,54.0,20130611,26,70,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,20170201,0.0,6.8134766,6.8134766,13.486484,0.040039063,0.0,296.5,292.10001,292.10001,300.5,245.89999,6.6999998,74.97999999999999,74.97999999999999,80.25,74.97999999999999,74.97999999999999,74.97999999999999,54.0,54.0,54.0,54.0,54.0,54.0,20130611,26,70,Samsung Galaxy J1 Mini,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170201,485.8548,928.27197,928.27197,1291.6891,1.7539063,2255.9827,209.2,305.10001,305.10001,146.3,185.0,0.0,74.97999999999999,74.97999999999999,74.97999999999999,74.97999999999999,74.97999999999999,74.97999999999999,54.0,54.0,54.0,54.0,54.0,54.0,20130611,26,70,Moto G4 Plus,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170201,22796.525,17671.549,17671.549,20831.748,19902.986,47754.551,83.099998,34.0,34.0,62.799999,48.0,0.0,74.98,74.98,74.98,74.98,74.98,74.98,18.0,18.0,18.0,18.0,18.0,18.0,20130430,26,72,Moto G4 Plus,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,20170201,150.71382,34.648125,34.648125,11.107812,15.286328,86.804535,160.5,215.7,215.7,85.900002,151.8,14.1,74.98,74.98,74.98,74.98,74.98,74.98,18.0,18.0,18.0,18.0,18.0,18.0,20130430,26,72,Samsung Galaxy J1 Mini,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,,0.0,0.0,0.0,0.0,0.0,,140.39999,167.0,167.0,105.7,157.5,,58.99,58.99,58.99,58.99,58.99,58.99,0.0,0.0,0.0,0.0,0.0,0.0,20150914,,43,Moto G4 Plus,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,6770.251,5972.6528,5972.6528,6263.5986,4965.3833,3631.188,125.1,386.5,386.5,292.20001,524.20001,304.39999,179.75,216.97,238.59,188.74,175.28,174.35,0.0,0.0,0.0,0.0,0.0,0.0,20120720,,81,S41,Bullitt Group Limited,Outros
TGSA31962007_SAMSUNG J410G SMART PRETO PPB/PI107/04,489.0,20171001,1280.7502,16.943243,16.943243,4256.9077,535.52283,0.0,39.200001,1.2,1.2,35.400002,52.799999,13.8,60.0,60.0,60.0,60.0,60.0,61.989999999999995,9.0,9.0,9.0,9.0,9.0,9.0,20150603,18,46,Samsung Galaxy Gran Prime 2016,Samsung Korea,Samsung
TGSA31962007_SAMSUNG J410G SMART PRETO PPB/PI107/04,393.0,,1518.0498,1795.7495,1795.7495,1686.8967,3070.5974,2364.9595,123.6,71.800003,71.800003,153.5,133.3,174.2,93.63,93.0,97.37,97.03,93.37,97.89,0.0,0.0,0.0,0.0,0.0,0.0,20150603,,46,Lenovo Vibe K5,"Motorola Mobility LLC, a Lenovo Company",Outros
TGSA31962007_SAMSUNG J410G SMART PRETO PPB/PI107/04,489.0,20171001,3065.0938,1266.2998,1266.2998,1068.8872,1453.2883,976.11047,79.900002,54.799999,54.799999,36.099998,106.7,93.900002,68.0,68.0,68.0,68.0,68.0,68.0,9.0,9.0,9.0,9.0,9.0,9.0,20150603,18,46,,,
DGAP067C2007_APPLE IPHONE 8 64GB CINZA  PPB/PI643/10,2553.0,20180401,22232.928,9354.9404,9354.9404,9560.1299,5695.1768,10478.035,1.3,3.3,3.3,3.8,0.0,0.0,169.29999999999995,169.29999999999995,169.29999999999995,169.29999999999995,169.29999999999995,169.29999999999995,411.0,411.0,411.0,411.0,411.0,411.0,20170411,12,24,Lenovo Vibe K5,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20180401,18729.66,33037.113,33037.113,15711.453,15886.546,15012.754,74.0,65.900002,65.900002,75.199997,112.8,0.0,169.29999999999995,169.29999999999995,169.29999999999995,169.29999999999995,181.39,169.29999999999995,411.0,411.0,411.0,411.0,411.0,411.0,20170411,12,24,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,495.0,20171101,0.46777344,3.7705078,3.7705078,23.917618,188.7818,7.5851564,18.4,55.700001,55.700001,53.099998,112.1,64.599998,75.99,76.36,77.2,78.49,76.32,76.9,9.0,9.0,9.0,9.0,9.0,9.0,20160115,17,39,Samsung Galaxy Young 2,Samsung Korea,Samsung
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,375.0,,539.73083,380.91495,380.91495,371.79449,436.30692,904.41064,50.200001,67.199997,67.199997,86.099998,155.8,148.2,91.29,92.26,90.99,91.17,91.53,90.99,0.0,0.0,0.0,0.0,0.0,0.0,20160115,,39,Moto Z Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,495.0,20171101,291.97629,1005.0076,1005.0076,3540.3794,1214.1636,1400.5388,4.8000002,26.700001,26.700001,28.1,34.599998,24.299999,50.99,52.88,50.99,50.99,55.230000000000004,60.18000000000001,9.0,9.0,9.0,9.0,9.0,9.0,20160115,17,39,KT12893645,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,495.0,20171101,84.372345,151.90575,151.90575,105.7832,255.63394,72.876328,95.5,203.60001,203.60001,242.89999,330.70001,229.7,51.11,51.41,51.19,51.32,52.35,50.99,9.0,9.0,9.0,9.0,9.0,9.0,20160115,17,39,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,495.0,20171101,589.51416,299.20047,299.20047,915.57391,1318.8248,718.93726,226.2,148.0,148.0,224.2,228.5,215.7,51.09,50.99,51.66,51.57,51.32,51.44,9.0,9.0,9.0,9.0,9.0,9.0,20160115,17,39,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,375.0,20171101,4855.7627,3233.8267,3233.8267,3427.1011,4739.4004,3128.9727,23.299999,15.4,15.4,22.5,35.5,21.9,49.0,49.0,49.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,20171113,17,17,,,
TGSA33164000_SAMSUNG G973F SMART PRETO PPB/PI324/14,3205.0,,4985.6094,5658.7612,5658.7612,5224.8501,5506.3105,5258.5464,232.7,403.39999,403.39999,320.5,243.39999,158.10001,130.99,147.68,137.5,136.88,136.88,136.88,0.0,0.0,0.0,0.0,0.0,0.0,20131106,,65,iPhone 7 Plus,Apple Inc,Apple
DGAP067C2000_APPLE IPHONE 8 64GB CINZA PPB/PI643/10,2553.0,20180201,4127.3008,897.3006,897.3006,6233.1021,3304.1814,1949.6603,183.2,247.5,247.5,510.5,397.20001,0.0,169.3,169.3,169.3,169.3,169.3,169.3,7.0,7.0,7.0,7.0,7.0,7.0,20160604,14,34,Samsung Galaxy J7 2017,Samsung Korea,Samsung
DGAP067C2000_APPLE IPHONE 8 64GB CINZA PPB/PI643/10,2433.0,20180201,4949.4316,2843.8848,2843.8848,18042.467,12726.773,6377.9819,147.7,119.5,119.5,218.2,181.3,0.0,230.3,230.3,230.3,230.3,230.3,230.3,7.0,7.0,7.0,7.0,7.0,7.0,20160604,14,34,iPhone 7,Apple Inc,Apple
TGMO36912000_MOTOROLA XT1955 SMARTPHONE AZUL NAVY,681.0,,2108.0322,1514.8822,1514.8822,1421.3578,1386.0244,2542.4578,162.7,88.900002,88.900002,67.699997,28.5,0.0,112.84,112.84,112.84,112.84,112.84,112.84,0.0,0.0,0.0,0.0,0.0,0.0,20040112,,183,Moto G (2ª Geração),"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20180101,1158.7394,8923.5303,8923.5303,595.72095,4023.6099,1317.0074,49.700001,57.400002,57.400002,96.0,74.699997,0.0,71.67,69.99,69.99,69.99,69.99,69.99,30.0,30.0,30.0,30.0,30.0,30.0,20180118,15,15,,,
DGAP08163000_APPLE IPHONE XR 64GB PRETO,4041.0,,12551.16,12030.411,12030.411,14521.209,10148.17,1998.8939,65.400002,68.800003,68.800003,99.5,126.0,0.0,110.99,110.99,110.99000000000001,126.00999999999999,110.99000000000001,110.99000000000001,0.0,0.0,171.0,171.0,171.0,171.0,20121218,,76,iPhone 7 Plus,Apple Inc,Apple
DGAP08163000_APPLE IPHONE XR 64GB PRETO,4041.0,,3682.9092,2095.3655,2095.3655,3622.2825,3853.8538,2667.7278,158.60001,231.89999,231.89999,274.70001,446.0,0.0,110.99,110.99,110.99,110.99,110.99,116.37,0.0,0.0,0.0,0.0,0.0,0.0,20121218,,76,iPhone 7 Plus,Apple Inc,Apple
TGSA33064000_SAMSUNG G970F SMART PRETO PPB/PI324/14,2889.0,20170801,3505.3267,2498.1411,2498.1411,2365.1665,4270.8076,3020.8208,210.8,245.89999,245.89999,183.7,247.0,0.0,121.47,127.07,121.14,126.81,121.14,121.14,0.0,0.0,0.0,0.0,0.0,0.0,20170821,20,20,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,11582.401,32211.725,32211.725,13015.209,25062.789,13690.645,115.0,77.699997,77.699997,143.39999,177.89999,145.60001,121.99,121.99,134.35,121.99,122.79,121.99,0.0,0.0,0.0,0.0,0.0,0.0,20140821,,56,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,4700.9556,8211.167,8211.167,5528.5132,5800.7549,3535.1846,338.79999,188.89999,188.89999,225.0,333.60001,219.8,122.58,121.99,150.91,121.99,121.99,124.6,0.0,0.0,0.0,0.0,0.0,0.0,20140821,,56,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170301,8757.1182,215.64832,215.64832,6.152813,6.6979685,88.076912,51.0,12.4,12.4,11.1,2.2,0.0,194.31,194.31,194.31,194.31,194.31,194.31,23.0,23.0,23.0,23.0,23.0,23.0,20170327,25,25,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,20170301,0.0,0.0,0.0,0.0,0.0,0.0,432.79999,346.5,346.5,240.2,390.60001,363.39999,116.24,91.31,91.31,91.41,91.31,91.31,0.62,0.62,0.62,0.62,0.62,0.62,20170327,25,25,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,,8.8012495,76.325745,76.325745,77.974609,328.78693,58.58918,72.199997,83.900002,83.900002,26.299999,54.700001,0.0,83.0,88.89,88.89,88.89,91.64,95.55,0.0,0.0,0.0,0.0,0.0,0.0,20150731,,45,Samsung Galaxy S5,Samsung Korea,Samsung
,,20180501,,,,0.0,0.0068359375,0.0048828125,,,,32.0,31.6,0.0,44.99,44.99,44.99,44.99,44.99,44.99,0.0,0.0,0.0,0.0,0.0,0.0,20180510,11,11,,,
TGSA32562007_SAMSUNG J260M SMART PRETO  PPB/PI107/04,633.0,20180101,22111.957,15347.584,15347.584,5905.187,23347.754,8204.2861,75.5,53.400002,53.400002,44.5,50.799999,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180119,15,15,Samsung Galaxy S7,Samsung Korea,Samsung
TGMO36812000_MOTOROLA XT1965 SMARTPHONE INDIGO,1377.0,20180101,,,,,,,,,,,,,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180119,15,15,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,921.0,20180101,2872.5486,4214.8447,4214.8447,3497.1641,4270.7329,2760.7505,62.099998,47.400002,47.400002,25.1,81.300003,0.60000002,80.71,69.99,69.99,74.93,75.76,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180119,15,15,,,
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,921.0,20180101,317.47891,566.21533,566.21533,241.48695,306.5459,63.833984,195.8,189.2,189.2,113.2,156.89999,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180119,15,15,PT12071745,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG296C2000_LG M420BMW SMART PLATINUM PPB/P1769/07,513.0,20170201,4.1464844,0.0,0.0,0.0,0.0,,0.5,24.799999,24.799999,24.0,10.4,,65.99,65.99,65.99,65.99,65.99,65.99,0.0,0.0,0.0,0.0,0.0,0.0,20170206,26,26,RM-1011,Microsoft Mobile Oy,Outros
TGLG296C2000_LG M420BMW SMART PLATINUM PPB/P1769/07,513.0,20170201,3696.7979,2337.5583,2337.5583,1554.6703,908.30573,6958.5103,308.70001,392.39999,392.39999,479.0,529.09998,0.0,164.51,161.66,177.43,157.73,161.76,154.99,0.0,0.0,0.0,0.0,0.0,0.0,20170206,26,26,,,
DGAP05262007_APPLE IPHONE 7 128GB PRETO  PPB/PI643/10,2865.0,20150401,0.49902344,313.94214,313.94214,20.257851,215.56422,57.230976,218.3,52.900002,52.900002,76.5,50.400002,104.3,70.28,65.57,63.0,63.1,63.97,63.75,0.0,0.0,0.0,0.0,0.0,0.0,20130611,48,70,Samsung Galaxy J2,Samsung Korea,Samsung
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,769.0,20180301,1769.2329,2681.7495,2681.7495,5678.0786,2382.3813,2593.0962,525.0,430.70001,430.70001,772.0,617.0,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180314,13,13,Samsung Galaxy J7,Samsung Korea,Samsung
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,769.0,20180301,4469.1226,639.16565,639.16565,2338.7969,5548.8696,5478.4297,51.700001,89.300003,89.300003,75.599998,54.900002,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180315,13,13,,,
TGSA32064000_SAMSUNG J415G SMART PRETO PPB/PI324/14,873.0,,3236.9609,3360.4858,3360.4858,3344.3806,2604.165,2301.4321,315.60001,287.60001,287.60001,190.7,266.79999,0.0,103.14,103.14,103.14,127.06,103.14,103.14,0.0,0.0,0.0,0.0,0.0,0.0,20140922,,55,,,
TGSA32064000_SAMSUNG J415G SMART PRETO PPB/PI324/14,873.0,,276.84973,526.97748,526.97748,102.76601,706.58588,350.14221,251.7,198.2,198.2,359.10001,248.8,0.0,103.14,103.14,103.14,103.14,103.14,103.66,0.0,0.0,0.0,0.0,0.0,0.0,20140922,,55,Samsung Galaxy J1,Samsung Korea,Samsung
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,513.0,20170101,1304.0811,1820.199,1820.199,719.99628,1412.7524,1888.687,47.900002,94.900002,94.900002,85.099998,116.2,180.60001,54.0,54.1,56.31,54.16,68.97,64.18,0.0,0.0,0.0,0.0,0.0,0.0,20110617,27,94,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,441.0,20171201,2558.3838,8497.1689,8497.1689,3994.6697,9792.2998,12695.939,10.3,22.0,22.0,6.0999999,6.0999999,0.0,92.96,92.96,92.96,92.96,92.96,92.96,0.0,0.0,0.0,0.0,0.0,0.0,20171219,16,16,,,
TGSA33062000_SAMSUNG G970F SMART PRETO PPB/PI107/04,2889.0,20170401,0.18847656,4.6221876,4.6221876,1.0927734,0.63378906,3.2509766,208.3,161.60001,161.60001,259.29999,187.10001,0.0,102.69,102.69,102.69,102.69,102.69,102.69,23.0,23.0,23.0,23.0,23.0,23.0,20170430,24,24,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGSA31962007_SAMSUNG J410G SMART PRETO PPB/PI107/04,369.0,,2060.2085,4377.5923,4377.5923,2202.2498,3265.0068,3743.417,279.39999,213.5,213.5,299.79999,356.79999,323.5,146.17,127.52,132.68,140.07,125.44,121.9,0.0,0.0,0.0,0.0,0.0,0.0,20130205,,74,Samsung Galaxy S7,Samsung Korea,Samsung
DGAP08123000_APPLE IPHONE XR 64GB BRANCO,4041.0,,1561.998,5858.7495,5858.7495,2140.4507,4718.5229,5131.7397,73.800003,115.3,115.3,129.8,166.3,250.0,107.0,115.36,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,20130205,,74,iPhone 6,Apple Inc,Apple
